kernel,dtype,N,trial,misaligned,tail_multiple,GFLOPs,CPE
saxpy,f32,758688,12,0,0,5.604718,0.535263
saxpy,f32,758688,13,0,0,4.389443,0.683458
saxpy,f32,758688,14,0,0,4.648913,0.645312
saxpy,f32,758688,15,0,0,6.279073,0.477778
saxpy,f32,758688,16,0,0,6.171104,0.486137
saxpy,f32,758688,17,0,0,5.762546,0.520603
saxpy,f32,758688,18,0,0,6.468533,0.463784
saxpy,f32,758688,19,0,0,6.545687,0.458317
saxpy,f32,1056978,0,0,0,4.543370,0.660303
saxpy,f32,1056978,1,0,0,6.697765,0.447911
saxpy,f32,1056978,2,0,0,7.287212,0.411680
saxpy,f32,1056978,3,0,0,7.353781,0.407953
saxpy,f32,1056978,4,0,0,7.385717,0.406189
saxpy,f32,1056978,5,0,0,7.250148,0.413785
saxpy,f32,1056978,6,0,0,1.542662,1.944691
saxpy,f32,1056978,7,0,0,7.161919,0.418882
saxpy,f32,1056978,8,0,0,7.638747,0.392735
saxpy,f32,1056978,9,0,0,7.168597,0.418492
saxpy,f32,1056978,10,0,0,6.235288,0.481133
saxpy,f32,1056978,11,0,0,6.438215,0.465968
saxpy,f32,1056978,12,0,0,7.698949,0.389664
saxpy,f32,1056978,13,0,0,7.740218,0.387586
saxpy,f32,1056978,14,0,0,7.714599,0.388873
saxpy,f32,1056978,15,0,0,7.130057,0.420754
saxpy,f32,1056978,16,0,0,7.457445,0.402283
saxpy,f32,1056978,17,0,0,7.740502,0.387572
saxpy,f32,1056978,18,0,0,6.032360,0.497318
saxpy,f32,1056978,19,0,0,6.279611,0.477737
saxpy,f32,1472547,0,0,0,4.582643,0.654644
saxpy,f32,1472547,1,0,0,6.338701,0.473283
saxpy,f32,1472547,2,0,0,6.500019,0.461537
saxpy,f32,1472547,3,0,0,6.407531,0.468199
saxpy,f32,1472547,4,0,0,3.065012,0.978789
saxpy,f32,1472547,5,0,0,3.004453,0.998518
saxpy,f32,1472547,6,0,0,3.973893,0.754927
saxpy,f32,1472547,7,0,0,0.389602,7.700162
saxpy,f32,1472547,8,0,0,3.600433,0.833233
saxpy,f32,1472547,9,0,0,4.422935,0.678283
saxpy,f32,1472547,10,0,0,5.282861,0.567874
saxpy,f32,1472547,11,0,0,6.772961,0.442938
saxpy,f32,1472547,12,0,0,6.659717,0.450470
saxpy,f32,1472547,13,0,0,4.322810,0.693993
saxpy,f32,1472547,14,0,0,5.034135,0.595932
saxpy,f32,1472547,15,0,0,4.525277,0.662943
saxpy,f32,1472547,16,0,0,3.575435,0.839059
saxpy,f32,1472547,17,0,0,5.359297,0.559775
saxpy,f32,1472547,18,0,0,5.616411,0.534149
saxpy,f32,1472547,19,0,0,6.166238,0.486520
saxpy,f32,2051504,0,0,0,3.551062,0.844818
saxpy,f32,2051504,1,0,0,5.306440,0.565351
saxpy,f32,2051504,2,0,0,6.021995,0.498174
saxpy,f32,2051504,3,0,0,5.819507,0.515508
saxpy,f32,2051504,4,0,0,6.306304,0.475714
saxpy,f32,2051504,5,0,0,6.156651,0.487278
saxpy,f32,2051504,6,0,0,5.161972,0.581173
saxpy,f32,2051504,7,0,0,2.131312,1.407584
saxpy,f32,2051504,8,0,0,2.280741,1.315362
saxpy,f32,2051504,9,0,0,4.661933,0.643510
saxpy,f32,2051504,10,0,0,4.851263,0.618396
saxpy,f32,2051504,11,0,0,5.416506,0.553863
saxpy,f32,2051504,12,0,0,3.937898,0.761828
saxpy,f32,2051504,13,0,0,4.994874,0.600616
saxpy,f32,2051504,14,0,0,5.147782,0.582775
saxpy,f32,2051504,15,0,0,4.295392,0.698423
saxpy,f32,2051504,16,0,0,3.331696,0.900442
saxpy,f32,2051504,17,0,0,2.665044,1.125685
saxpy,f32,2051504,18,0,0,4.039529,0.742661
saxpy,f32,2051504,19,0,0,0.557850,5.377792
saxpy,f32,2858088,0,0,0,3.099615,0.967862
saxpy,f32,2858088,1,0,0,3.364506,0.891661
saxpy,f32,2858088,2,0,0,4.163782,0.720499
saxpy,f32,2858088,3,0,0,2.563425,1.170309
saxpy,f32,2858088,4,0,0,2.566117,1.169082
saxpy,f32,2858088,5,0,0,2.339662,1.282237
saxpy,f32,2858088,6,0,0,1.143421,2.623705
saxpy,f32,2858088,7,0,0,2.697263,1.112239
saxpy,f32,2858088,8,0,0,2.499023,1.200469
saxpy,f32,2858088,9,0,0,2.962501,1.012658
saxpy,f32,2858088,10,0,0,4.194849,0.715163
saxpy,f32,2858088,11,0,0,0.679561,4.414615
saxpy,f32,2858088,12,0,0,2.329522,1.287818
saxpy,f32,2858088,13,0,0,2.629403,1.140944
saxpy,f32,2858088,14,0,0,1.875928,1.599208
saxpy,f32,2858088,15,0,0,2.836125,1.057781
saxpy,f32,2858088,16,0,0,3.139604,0.955535
saxpy,f32,2858088,17,0,0,3.767313,0.796323
saxpy,f32,2858088,18,0,0,3.208614,0.934983
saxpy,f32,2858088,19,0,0,2.888193,1.038712
saxpy,f32,3981793,0,0,0,2.427068,1.236059
saxpy,f32,3981793,1,0,0,4.517438,0.664093
saxpy,f32,3981793,2,0,0,4.855209,0.617893
saxpy,f32,3981793,3,0,0,2.633161,1.139315
saxpy,f32,3981793,4,0,0,4.392317,0.683011
saxpy,f32,3981793,5,0,0,4.715801,0.636159
saxpy,f32,3981793,6,0,0,4.900244,0.612214
